image_path,bbox
train_images/f5f736d7-ce6f-4e5b-8374-aad9cbf4b86b.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/feaf9f54-74da-400e-85aa-35db240cf11c.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/4db29f9a-caf0-49e5-af86-af16062bdbc7.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/de2b7e0d-c5bc-4442-8a98-998e665f3536.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/90e11e95-02e8-4c4c-8729-bf643f9625b4.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/649bc416-efaa-4cb1-8751-c9652cb268fd.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/99306946-1577-4724-be54-9b8b1b1a7869.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/50d2c928-9230-40ee-83d9-8bc448f9c72f.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/5097f205-1497-4f5e-9f8b-a43a7f4721e9.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/ae4d1747-9c85-413e-9e9c-c269e379354a.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/a770c776-65f4-4630-8b51-0a458a96780f.png,"[[702.0, 288.0, 998.0, 818.0]]"
train_images/e29b3a37-477f-462b-8894-dcfdfb9cae4a.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/61b237ca-58d2-433e-b2e7-8ca4cc08bd88.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/4fabf46a-ceec-421c-bb64-8527b44aa576.png,"[[375.0, 134.0, 616.0, 550.0]]"
train_images/ad2795da-9b5d-4496-8f2c-ee94098aea1c.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/e952cdc6-838e-4b61-8a06-aba596d2abe2.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/7cac726b-b5ca-47f1-be37-7a4c1b10cbd5.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/eab8fa04-b334-44e5-867e-f36f2b9b1481.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/be379186-93d4-4aa0-b4ae-0c86c9f6b31e.png,"[[560.0, 83.0, 839.0, 659.0], [148.0, 86.0, 423.0, 670.0]]"
train_images/f008d8ba-adfc-4f35-aef6-fa0a94697ca1.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/50c1e2e5-05ff-463d-999b-8ee02e6974b8.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/fc66e9e2-e79a-41bc-b0ec-b67fba51ad1c.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/ab2fd39b-2c9a-4fe7-852e-c1019ee3e602.png,"[[92.0, 726.0, 311.0, 907.0], [590.0, 556.0, 802.0, 846.0]]"
train_images/3dfbfdd9-ac6b-4862-96ef-a0a90378d43a.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/b32d1f1d-3c8e-413b-a4f3-7e15f7b64051.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/8d7a4925-c838-449c-bb08-8e7699322366.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/67d3546a-7f3c-498a-9fca-d111b04315b9.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/3daf4e31-32b6-486d-8091-4747a365cf60.png,"[[211.0, 554.0, 396.0, 821.0]]"
train_images/4ae0ca16-68d6-4ae8-92b9-b73c8783f6d2.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/661f42bd-2094-45f6-b106-9461968fdfc4.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/03946779-dbc9-41fe-9cd5-1bcce2662123.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/09fab84b-19f3-42e1-9c90-69a49b7b37d6.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/d8c78ded-e7c7-4906-b296-79396b642c1d.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/ef9fa526-2cc6-4950-af5c-11e9624fb611.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/dc2ab31a-e89a-477f-a0ce-13a37033a551.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/b05b4898-2003-4a43-a5bd-8de50200db4a.png,"[[561.0, 398.0, 776.0, 643.0]]"
train_images/9b1db34a-a649-485c-b615-f464c145b88c.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/be2a8801-3cc0-4c24-a73a-a1e13ff94948.png,"[[550.0, 434.0, 790.0, 866.0], [178.0, 244.0, 438.0, 729.0]]"
train_images/155e1bbc-b81f-4164-8de1-b3c235bfa87a.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/a09d25c6-bb2b-44de-89f8-09b483898847.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/bb2eced7-c45e-4b7f-a25a-7eb36ad54874.png,"[[188.0, 476.0, 443.0, 641.0]]"
train_images/b63f4c12-5731-41e2-8d89-2ae0c4daba41.png,"[[135.0, 362.0, 433.0, 584.0], [634.0, 375.0, 923.0, 616.0]]"
train_images/3e07be0a-9693-4f9c-9295-9e72b3e2a872.png,"[[176.0, 429.0, 375.0, 690.0]]"
train_images/425d97a7-c5ce-4380-ba60-5a01a6618e08.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/3b0e8d0a-230a-4483-96c9-d91bb17be632.png,"[[511.0, 373.0, 726.0, 768.0], [139.0, 100.0, 335.0, 689.0]]"
train_images/613c77d2-a131-4460-a1c2-0e7f3c2c948a.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/647027c3-9544-4822-ae4e-03bfa35628d5.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/7daace95-9dc7-4f2e-8779-392adf5634cd.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/38be1bd3-9535-4c1d-ad3b-65e8caebfce9.png,"[[142.0, 452.0, 397.0, 728.0]]"
train_images/7c9c96d6-47f9-4ab5-ad10-9be7371ac649.png,"[[756.0, 283.0, 940.0, 583.0]]"
train_images/931118ec-bf38-46a6-b74b-4431ebc5ee56.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/9992709c-d506-4847-806d-0cb3964676ae.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/871e5b63-69a7-48bd-93bb-cce86072bfc1.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/7af98adc-d1d3-415d-afce-5c48669955aa.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/839f232a-8968-463f-b9b9-3cab7b3c05ed.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/d9cc9aa2-0682-47aa-93be-c2a0b98cf22e.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/a084828d-3381-4b68-b09f-dda2b2753455.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/5a2efed9-8132-4de5-bf6f-c73c7d014530.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/a41e12c0-1317-4ee8-b929-7b2749080eff.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/22c13a41-b046-441e-adbf-ed77104b6249.png,"[[268.0, 557.0, 369.0, 622.0]]"
train_images/ef6db56a-cf84-4431-9337-a53ef6e5b0dc.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/07464097-0781-4632-90ee-39b0e53cd72c.png,"[[273.0, 670.0, 555.0, 906.0], [592.0, 434.0, 853.0, 723.0]]"
train_images/55a78545-0545-4f31-8c9f-311a3faeddb5.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/d230c1d2-52fe-427d-bf5b-9cfbd2b4ebd5.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/04707463-aae0-4989-ae73-f9162275444e.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/f10aaa2a-994f-49e8-a195-6c6473ece2ee.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/02cfa7d1-61e0-4d9e-8664-9a7469ccab76.png,"[[713.0, 420.0, 865.0, 770.0], [299.0, 397.0, 480.0, 745.0]]"
train_images/333b7a3b-2d48-4926-9498-3e6b30239ab2.png,"[[631.0, 375.0, 852.0, 701.0], [288.0, 375.0, 487.0, 708.0]]"
train_images/63daff08-6af1-4f59-b438-773c688af1ee.png,"[[605.0, 441.0, 769.0, 607.0]]"
train_images/5efbdd13-1fea-4be6-8ccf-4ed970231da4.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/d59cc59e-bba4-40ad-8555-baa94c55748c.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/68ab6cf6-eadd-464d-8fce-79269306ecf2.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/fd434b64-6bb8-4829-a529-a66464af090c.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/614af470-e19d-4013-baa2-eae7e2b0198a.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/747f9c4b-8bba-439f-8e31-d8529cb41850.png,"[[119.0, 321.0, 334.0, 511.0]]"
train_images/02051597-8a40-4586-88e1-8e62e421981f.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/d508dfa3-6b86-49a1-816a-38bf8b1befbb.png,"[[506.0, 308.0, 798.0, 707.0], [223.0, 362.0, 447.0, 708.0]]"
train_images/a07f3455-53d1-45b0-a782-de5b5ebb17c1.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/e79dc2fb-15d1-4ffb-a2c5-2236747918cb.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/8cef11d6-2789-4ea3-9a46-92e2a34dd02d.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/78906ef4-a605-4295-828e-4c853357e86f.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/406c78d0-139d-4a4f-aa76-0458bcf5b256.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/059f1e59-573c-49d1-ac78-3323a2ff047f.png,"[[547.0, 554.0, 684.0, 651.0]]"
train_images/3cf4dbff-f5ff-407e-b902-be8040ed992a.png,"[[94.0, 419.0, 301.0, 708.0], [521.0, 284.0, 720.0, 930.0]]"
train_images/6b2068dd-218e-4516-a045-2f6b9a1c4752.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/a183866e-17ce-442d-8e80-1c6bfb81e184.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/b9de5953-04f1-4b45-b601-b2408b36fffa.png,"[[152.0, 215.0, 376.0, 595.0], [484.0, 261.0, 713.0, 659.0]]"
train_images/37797c44-8479-4adf-b134-5074203fcf0e.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/ac5c0560-0248-45b5-87e0-02f67a81ad15.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/670080d5-d370-4c5a-b617-f5409d52a88d.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/2d096d09-0957-43b5-a78d-2ea2c2d03b6b.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/c0dd5f0a-c135-46b9-aca7-69aa49787f29.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/281e2883-3c05-400b-a340-6a23628a6b1c.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/d892dc96-5d2e-494e-b48d-a9f5c49f0fcb.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/4fd86b92-7ee7-44b7-8b94-7bafbedfaedd.png,"[[599.0, 238.0, 853.0, 760.0], [221.0, 264.0, 450.0, 698.0]]"
train_images/b0fd45a3-14f6-4462-8dd4-1d643bb517d4.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/9e908660-687d-4c75-9b1a-d18400f52ea2.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/9c5f1187-8a9c-4fbd-8d87-05abfe89233a.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/9827c59c-1bf5-48e1-b433-520f2028fe14.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/dad6c631-7bff-4bcf-bdbe-a91a9be2ac01.png,"[[151.0, 413.0, 386.0, 606.0]]"
train_images/ad7e68e9-245c-4c21-a5d2-6da5f6f9788f.png,"[[582.0, 388.0, 779.0, 758.0], [181.0, 534.0, 338.0, 676.0]]"
train_images/79aefcef-abf8-48b4-9c8e-403661fae438.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/69df60a0-cb3d-4da5-9a3b-9d8c36e2c113.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/a9e83d38-0e1b-43a7-83c0-684ce77412d5.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/10363aa1-6671-4c3f-b0ad-d2a7b868ec09.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/ba99dd86-de1a-4bd6-a16e-b6a98e558507.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/954846c0-c33f-41d4-aecd-4baee2319137.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/b2248f27-a5f1-427f-a84b-2e713da2ba9b.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/812f09b2-bdb0-4739-adbd-b62ad8973dc6.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/c25dbebd-1d11-45cb-a165-fabc0ca3c0fa.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/c6b23bea-5014-4fa0-8bfd-3fc5c91733b3.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/80ff754b-9ce9-4c0c-8155-f64a5752b0a4.png,"[[255.0, 334.0, 502.0, 684.0]]"
train_images/406cd8de-9cfe-4008-bfd5-5b09759610de.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/4ccd80f9-d99f-4ba3-a38c-62b3c4858bb6.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/a24b4ad9-13df-42a1-9e3e-f92c9682b64f.png,"[[600.0, 189.0, 922.0, 810.0]]"
train_images/62cf5590-89da-4c01-ad00-b716886442c8.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/4998874e-9898-420c-9bd2-ca1a2d79b49c.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/dcf84d28-ff38-4b87-950e-1aa518a598e9.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/d052067b-72be-4393-9f8b-5be595b9c55a.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/56ea3620-70fb-403f-8cf6-86ece871c47e.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/7a640a2e-198f-4dad-8121-4cbe16825360.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/6247d1bd-209d-4d5c-8fba-09e862204821.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/677eaf56-e6c5-4b1f-9048-966af401578d.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/2f172025-0ba3-41d7-ada4-dcac1b651b97.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/e6a29cfc-b9fe-49ef-aac0-c51acf18fd1b.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/e5083984-ce39-441b-a37a-ec0b902947a9.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/2449025c-2a16-459c-89ea-f57d43602736.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/6446256c-6afa-4a21-a57f-6231493a8495.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/9f29c2b5-9c22-445f-83f7-d0015376df00.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/a742e31e-a0d3-47ba-aa98-bb2bef519863.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/0c294ecf-23d6-4c56-b5e2-0482915cd102.png,"[[544.0, 145.0, 864.0, 792.0], [188.0, 130.0, 462.0, 738.0]]"
train_images/4e193367-5024-47cc-ba40-d5bd69522763.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/cac9edd0-67de-4c40-9369-db86097f7e45.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/b38cc4d8-f90d-4052-843b-675a43417c82.png,"[[636.0, 410.0, 875.0, 661.0], [228.0, 410.0, 489.0, 636.0]]"
train_images/4cced631-6710-435c-b822-e7880a448a63.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/8075b09f-57f8-4e9e-bcf8-94dcc5d6fddc.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/52a2bd43-c9c8-46d9-8c20-4835ea8f4a40.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/5249ea47-1f7f-4d38-802e-a2ff4c419563.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/dad07c65-2ba6-4717-bf2a-404fd777d962.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/304cd9fa-df87-4fb1-bf38-53a130dfa025.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/17a5ce04-809a-42ed-9e58-100cfb33de7a.png,"[[582.0, 137.0, 947.0, 740.0]]"
train_images/a391f610-40e7-4440-abe7-fd65d9b8e3b5.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/7cec580b-d147-4f31-8e2b-41ffe8c940c7.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/ca2304fd-4dd8-4b5c-9450-d9d0804cd378.png,"[[604.0, 237.0, 818.0, 616.0]]"
train_images/d7b2ba1c-a257-4242-b3bc-928e1d695167.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/c21ccf71-42d6-46e4-8e93-36c1c7e2be8a.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/3d294e57-04ee-4a84-acf5-4974a1be2c5d.png,"[[513.0, 186.0, 748.0, 553.0], [115.0, 173.0, 377.0, 545.0]]"
train_images/8d14d37c-f6de-4138-b8b9-20613c8befc2.png,"[[90.0, 280.0, 406.0, 707.0]]"
train_images/09591753-b569-435e-bd44-a80a3cfc6927.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/b195b765-92b8-405b-80a4-d68a329db93b.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/224a054f-8497-4e62-b4fe-b7829c62879e.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/189b1bb5-65d4-4dac-9cd8-e7232d84fcdd.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/93caa1a4-e457-4ac5-b1e3-c1b7cdfdac50.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/b6842ff1-c65d-4d13-af2e-57b005c9d389.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/c344e042-6caf-43fd-abb5-f8f7ca2b3741.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/e7a1e9b2-8a8c-40c9-9d34-d45a31904284.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/a8f1388a-3f0a-49b4-854f-ae82057d5e1f.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/bdd6e1f0-8bf1-4be7-b9a4-b48d19cb720b.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/69e38864-ac4e-4475-b29c-b48462d16b35.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/44b60029-338a-487f-b4a3-7afcaa4f1e41.png,"[[287.0, 346.0, 404.0, 539.0]]"
train_images/fcae3037-2029-4c72-9204-cb11b4113e1a.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/9ea62a2d-578b-4945-8d7b-d2f8d7773b5e.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/faf33ba3-c694-4e86-809d-ff468b6a4021.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/8ea7d94d-96f7-4c9b-8f52-2f6895f6484d.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/82511162-d2f1-4299-bb37-96355996db3f.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/60a5f9e2-e144-4804-be95-0c7634cf889a.png,"[[646.0, 189.0, 770.0, 436.0]]"
train_images/40090dc4-0071-4de4-b3b2-3dd4fe2c3a43.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/da9b4d92-3ec2-4d32-b382-58af8873a1cb.png,"[[0.0, 0.0, 0.0, 0.0]]"
train_images/e1a10525-e325-40e1-8709-2a9bcf7ad290.png,"[[199.0, 452.0, 398.0, 643.0]]"
